,rating,testimony,itemId,userId,testimony_check
5121,5,Perfect for my UK pot that needed a additional plug. Ez to figure out. Has a light that come on to show it works. As u see in pix they have this black button that opposite of the switches that pushes in when u want to switch push in or push back that specific outlet. Just tried it perfect that i got a second one. Enjoy,39,907,pos
5122,4,"Get it for when you travel! This was great for me that I went to several different countries in one trip and it worked for all of the countries. My flaws for this is that all of the USB ports don’t work. This is a pretty large product so beware, but it’s a good and solid product.",39,908,neu
5123,1,I went to Scotland and on the first usage this completely stopped working. It was also hard to move the different adapters in and out,39,909,neg
5124,5,"Although I won't actually be using it until next week, the adapter appears to be sturdy and very convenient to use. I ordered one of the brighter colors (blue) so it will be easy to locate in my luggage (rather than black like most electronics).",39,910,pos
5125,5,"This item is perfectly compact because you don’t need several separate international plugs (as my other units were). This takes the guess work out. I Traveled to South Africa recently and it was great! I simply inserted my usb cords into this product, slid out appropriate plug for that country, and inserted it into hotel outlet. There’s a UK, EU, etc. It worked without any issues. Throw away all those separate pieces of other adapters and just use this ONE!",40,1000,pos
5126,5,"This is a charger adapter plug for those who travel out of the country. However, as a added feature, it does include American outlets for charging your devices as well. One thing I really like is the ability ti charge more than one device on this plug as well. I dropped it kinda hard roo and it did not break. So, even if you are clumsy, this plug is a good choice.",40,1001,pos
5127,5,"For what you might pay for a cheaper made power adapter, you can get this much better made and more feature rich travel adapter. The USB ports work very well (I have charged three items at once). I have used this adapater in both AU and EU modes and have had no issues.",40,1002,pos
5128,5,No one can have too many adapters - I can be forgetful and get to a foreign country with no way to juice up my iphone and ipad. What I like about this converter is that it has 4 USB also has the ability to plug in any USB devices. The back has pop up prongs for the different converter types. It has a high quality build and is very solid and durable. Love the travel case also,40,1003,pos
5129,5,I travel internationally (US based) for work and pleasure. This will certainly come in handy for my upcoming trips!,40,1004,pos
5130,5,This is great for both international travel and stay at home. It’s got USB ports built in for charging.,40,1005,pos
5131,4,"Would be 5 stars but had to be very careful with how you plugged this in to the wall. Sometimes it wouldn't even stay in so i would need to find a different outlet. Other than that, i was able to charge 4 phones and a tablet at the same time without issue.",40,1006,neu
5132,4,Good product,40,1007,pos
5133,4,"I bought this for an upcoming trip to Ireland. I like the versatility of being able to use it in other countries as well. It has plugs for all of my travel needs,and it comes with a little case to keep it in. I only gave 4 stars because I haven't used it yet, but would definitely give five after successful use.",40,1008,pos
