,reviewId,rating,testimony,itemId,userId
377,425,5,If you use the Alexa ecosystem then the show is a must.,23,1236
378,426,4,"This is my third echo, and the video screen is a nice addition. I'd like to give it 4.5 stars, but not an option. The only thing that's is not as good as my previous ones is that I feel the microphone does not understand me as well. Also, at this point the screen has a lot of potential but not much is implemented yet. (e.g. watch cable tv over internet).",23,2165
379,427,5,"As good as echo, with added visuals can be usefulAnd fun",23,1726
380,428,5,I use it for everything.... Mainly as my new alarm clock. cant wait for them to open it up even more.,23,3239
381,429,5,Recently upgraded from Alexa 1st generation. Really like the video screen and how much more it can do,23,2212
382,430,5,I love it I can call and do video camaras hear music,23,2036
383,431,5,My Echo Show is my Christmas gift to myself! So far I am having great fun with this nifty new addition to my Amazon family of home monitoring devices. I have connected the Show to my Ring doorbell.,23,1241
384,432,5,We put in the kitchen for the holidays and used a lot of new recipes Alexa found for us,23,73
385,433,5,I like how it has the screen but I do like the echo plus better. Both gets the job done,23,528
386,434,5,Got for my parents as a gift. Simple to use and they like it. Got on sale so was good value.,23,1797
387,435,5,I use it alot to play music instead of running the tv for my dog when we go somewhere. I use it for a lot of things.,23,1205
388,436,4,Bought my 5 daughters each one for Christmas & one for myself .. love the concept,23,2703
389,437,5,"Great video quality, sound/music from a rather small device. Seems well made, entertaining, and more functional as we learn its many features.",23,3325
390,438,5,"Bought for my parents, they love it. Easy to use and setup",23,702
391,439,5,"Haven’t set it up yet but really looking forward to using it. I have a regular Alexa and love that ,so This should be even better!",23,534
392,440,5,"Echo show has proven to be a handy gadget... useful for lots of things, like checking weather and just about any info on the web...also has great interfacing with other smart tech, like arlo cameras, ring doorbells, fire tv, etc. the more I use it the more I find it is useful, and the more I like it",23,3560
393,441,5,"not a real fan of AI, but Alexa has become quite handy, entertaining, and informative. The Show itself, allows us to contact family that is in Florida and teleconference with them, in 1 simple step.Shows family photos stored in Amazon account.One word, simply AMAZING!!!Bought 1 for my parents, and they USE it!!!",23,1920
394,442,5,I bought this as a gift. They love it! It is really helpful to have around the house. Great product.,23,1255
395,443,5,with alexa in control you may need extra time to jog,23,1840
396,445,5,Love it. Simple setup. Ease of use. Very intuitive and fun.,23,2475
397,446,5,Awesome product. DoEs what it says and looks great,23,1714
398,447,5,Purchased for my husband but this is more a gift for the entire family. Luv the display.,23,1778
399,448,5,This product is great. I wish there was a way to play music from my phone other than Bluetooth only.,23,315
400,449,5,She is not a technical person but enjoys the screen feature and uses it for cooking recipes.,23,2734
401,450,4,It's not open yet it's a bday gift. But I think they will love it,23,3262
402,451,5,Amazon Echo products are terrific and and quite helpful. Imagine taking the Alexa voice and adding some video to it. Really cool. Great for the kitchen where you can use it for recipes as well as music and other things.,23,2024
403,452,5,Love it. Does everything I want it to do and more.,23,3565
404,453,5,i loved this product so much i have bought four of them for christmas gifts,23,2904
405,454,5,Long time Alexa user. The video screen just takes it to the next level great product,23,256
406,455,5,"I loved the Amazon Echo, but to be able to see so much more on the screen is amazing! I highly recommend.",23,1221
407,456,5,I bought this as a gift for a relative with Amazon Echo in his house. He loves it.,23,3104
408,457,5,Great and easy to set up. We have this in the hallway and the whole family uses it. Alexa is learning what our family likes each day. My 8 yr old daughter uses it all the time as well.,23,3021
409,458,5,I like the display with news. Found out a command to turn off screen which was bright at night. I haven't used for movies etc. but that should be fairly simple. Sound is decent and picture quality is not bad too. I bought with $100 discount on two.,23,1941
410,459,4,This product worked very well and very easy to use.,23,856
411,460,5,"This amazon echo is awesome, my girl loves it, im happy",23,2071
412,461,3,"The three star review is for the situation described here, not the quality of the unit. I ordered this online and picked it up in store. The package was very securely sealed the seals appeared to be factory. The Echo was wrapped in plastic and looked like it had never been out of the package. When I hooked it up, however, it said that the unit was registered to someone else. It wasn't a problem to get it registered to me and the unit works fine. I spoke to both Amazon and Target about this, and neither could tell me what happened. I was offered an exchange if I wished. I chose to keep the original unit, but I wanted to make others aware of the issue. I have one theory. Target has a buyer who purchased a lot of these for Target resale, and they are all registered to this person. I guess I'll never know. The Echo itself works fine and I'm very happy with it. After you hook it up, make sure to go to settings and download the latest updates. Then you should be good to go.",23,446
413,462,5,"Love that I can view my arlo cams on it , love it plays movie trailers on point , love the lyrics when playing music , love the video calls, love the drop in to other Alexa devices around the house (they now work as intercoms) so I can be in the 3rd floor of my house (3 story home in Las Vegas ) the doorbell rings I can say alexa show me front door (arlo cam) then I can say alexa open front door, drop in on the echo by front door and say come on up , Just having a blast with this stuff , yes I am in deep with the smart home thing.. alexa turn on the lights (hue color lights) , turn on the fan (wemo switches) Alexa set house to 77 degrees (nest ) so endless , yeah I would say the ECHO SHOW IS A GOOD START ...",23,1726
414,463,5,I use this thing every night to fall asleep. Although Alexa don’t always understand me I still love the device.,23,1362
415,464,5,"Finally decided to try Alexa. Lights, heating, doors, etc... everything is homekit compatible in my house. But this one was too tempting! What a great device. Alexa is years ahead of Siri, great system to have by your bed, and it also controls most of my devices...",23,1841
416,466,3,"The device works well mechanically, however, the software needs a lot of work. Half of my commands are not understood and I have cameras linked up to it that’s rarely recognized.",23,903
417,467,5,"she loves it, got it for her for xmas, we all love to play with it.",23,2498
418,468,5,Love the new video version ! Easy to setup and great to use!,23,2785
419,469,5,Echo show is a great product.Good with my security cameras and playing music.Youtube would be great.,23,895
420,470,5,"If you use an Echo, you will love the Echo Show. Bought this one for a relative after they experienced mine.",23,1611
421,472,5,Echo show easy to set up. Wish it included the swivel base that is a option now. Love the added video!,23,3069
422,473,5,"Plays any music you request, answers questions, even tells jokes to my 10 yr old. Much more capability than we've unleashed yet!",23,1476
423,474,5,Alexa with screen? LOVE it! Works perfectly with my Ring doorbell.,23,1715
424,475,5,We got this since we have the previous echo and love them. Easy to use and set up. Highly recommend!,23,1773
425,476,5,Its a lot more then we expected.this is a wonderful addition to our tech life,23,3536
426,478,5,"This does the same stuff as the traditional Echo or Echo Dot, except it has a screen. If you already liked the Echo's this is a good addition. The addition of the screen is neat, but certainly not essential. You can see daily news headlines and the weather scroll across the screen. You can watch any Arlo or similar cameras on it. You can watch YouTube and Amazon Video as well, but you'll probably just watch that on a phone, tablet or TV instead.",23,3225
427,479,5,I love the the ability to video chat and watch videos on how to do stuff,23,2257
428,480,5,Just love it. Some very innovative. Very user friendly,23,2826
429,482,5,Bought this for my mom. She thinks it's great. It is easy to use and hooked right up to all her previously owned items.,23,2370
430,483,5,The video screen really adds wonderfully to the functionality of the echo devices.,23,2336
431,484,5,This amazon echo is most likely the best way to go!,23,3380
432,485,5,A great addition to our home. Kids love it and is vary helpful,23,30
433,486,5,"Got this for my mother who's eye site has been failing to the point of not being able to dial the phone or write down appointments. She can now video chat with members of the family. Send emails, check her appointments, place phone calls just by requesting it. It has helped her so much.",23,2589
434,487,3,Nice device. Good to enable drop in conversations. Some flash briefings. But overall still a little limited in effective use of video,23,1013
435,489,4,It’s good I don’t know what I am doing. Can u say you tube,23,3797
436,491,5,I love the echo show! The only thing I dislike is it doesn't play YouTube videos. Not a deal breaker though.,23,878
437,493,5,"Bought the Echo Show to add on all my smart wifi appliances, wifi video doorbell, smart TV & sound bar, wifi smart lights, wifi smart thermostat, wifi security camera system and so on.",23,1764
438,494,4,"Great overall, would be nice to have parental controls though.",23,3507
439,496,5,I bought 2 shows and I am loving them. Them video flash briefing are wonderful and personalized. I don't have to keep my phone on me 24/7 to keep in touch with my closest family members,23,511
440,497,5,Enjoying Alexa! There is so much you can ask her! Looking forward to the security monitoring .,23,1329
441,498,5,I love my Echo Show. It is easy to use and being an Amazon Prime member I can play all my songs. I cook dinner listening to music. I also linked my SiriusXM to it so i can listen to my favorite music. It is so easy to use my 80 year old mother wantwd one.,23,75
442,499,4,Product works well and is fairly simple to operate,23,1210
443,501,5,Like the fact that I can see videos and utilize ir with my lighting system.,23,820
444,502,5,"I bought this for my elderly parents that refuse to get a smart phone.They loved it, and feel safer with it. I programmed it to call 911 if they fall and need help. Plus they can see the grand children without any confusion.",23,3753
445,504,1,qc is really bad on this product and does not catch the voice properly.,23,2202
446,505,5,I didn't expect this device to be so diverse unexpected surprise,23,808
447,506,5,THIS IS AWESOME WE LOVE IT SO MUCH TALK & C PEEPS!!!,23,3223
448,507,3,It was a cool device but my main issue that it couldn’t play playlists the I had stored on the sonos app. It only played streaming services,23,243
449,508,5,Love this thing. Little apprehensive at first. But Alexa will grow on you,23,1788
450,509,5,"We love our echo show, It’s fun to use and she can do a lot of things.",23,2558
451,511,5,Too many great things to say about the echo show! I have had an echo dot for a while but the new echo who adds video. I literally use it everyday multiple times a day. Great product Amazon!,23,3330
452,512,3,"Great sound, easy set up. The screen seems sort of wasteful now that I've been playing with it. Maybe it has the capability to work as a digital picture frame....I'm just certain yet. I was able to set one picture to it...Not multiple. Would be nice if could be used for Hulu or Netflix and stuff since the picture and sound are so clear. I like the visual to do and shopping lists. Still worth the purchase. A good want to have...just not a must have...then again maybe I have not tapped into all it can do.",23,2481
453,513,5,"Not only does it round out my collection of Alexa devices, I have two echos and one dot, it also works well with the Ring 2 Video Door Bell,I can see who is at my front door without opening it.",23,3253
454,515,1,"Worthless, except as a regular echo and a poor excuse for video chat. I love my echo devices, bathroom, pool, kitchen, other places where I may need hands free, voice activated music and info. My wife bought me the 'newest, hottest' thing. I was skeptical but then thought I would use it to help on a project. Me ""Alexa find videos on f450 drone"" Alexa ""YouTube is not available"". Amazon won't directly sell chrome products, youtube won't play on echo show. Further testing shows the video call is more limited than iPhone or Android apps for video. So the most useful thing now is the same voice functions that my echos and dots perform. Unless I want to make all of my video calls and check the weather from a device I can move no more than 3 feet from an outlet.",23,553
455,518,4,Great device for me because I already owned bunch of stuff that supports Alexa. Needs more skills. And need YouTube to work!,23,3251
456,519,5,If you like video this goes along perfect ...a must buy,23,892
457,520,5,"Purchased the Echo Show for my wife and she loves it! Full of great information, weather and more. Can control lights and various things at the house. Even askes you the question of the day! Easy set up and to use. Mainly bought it to monitor the Arlo Pro 2 cameras we purchased.",23,1765
458,521,3,Only download was very slow and echo show didn’t make it worth having as a stand alone,23,3039
459,522,5,Great device. Love Alexa being able to pull up home cameras to view!!,23,1361
460,523,5,"I feel the audio on the show is the best when compared to the echo, echo 2.0, and obviously dot. Nice to have next to bed instead of a dot and an alarm clock",23,2817
461,524,5,This amazon echo show is great for room monitoring. It was priced well and I find it useful.,23,324
462,525,4,We are new to connected home equipment. I got this for my wife in our kitchen. The only thing I wish was different would be that the Amazon Show would communicate directly with FaceTime rather than having to have someone download the Alexa app. Not a deal breaker by any means though. We love it,23,673
463,526,5,I love my new Alexa Show. Checked prices thoroughly and Best Buy was was the “best” and 5 minutes away. Product is great. Easy setup and works as stated. Staff very helpful. Would recommend this product and definitely this model. :),23,1433
464,527,4,"We purchased the Echo Show for Christmas this year, and love it so much! Our kids got the hang of it faster than we did (ages 11 and 13)! Highly Recommend!",23,2757
465,528,5,We bought the Amazon Echo Show for my dad. We set up accounts for him to access music and pictures and wrote down a sample list of commands he could use. He loves it. Excellent product. No end to the features you can set up.,23,1963
466,529,5,This device is alot better than the small alexa. Did everything i wanted it to,23,2816
467,530,5,Great amazon device i love these have 2 in my house they are awesome,23,3064
468,531,5,A step up from last year's Echo. Great addition to any part of the room.,23,2218
469,533,5,Was so excited to get this!!! It is so much fun to use.,23,2301
470,534,3,Great product but the only downside is that it did NOT work with my home security camera,23,1754
471,535,4,Great sound and picture. Been using as a baby monitor. Still new to Alexa so still learning what she can do,23,438
472,536,3,"The Echo was so good, I ended up getting the Echo Show as well. At first it was a device that I enjoyed using for various reasons, one being that I could ask Alexa to watch any YouTube videos I wanted to watch. Then one day, I asked Alexa to play a video and she responded by saying,""Google is not supported on Echo Show."" Until YouTube comes back as a skill, the Echo Show probably isn't worth the extra money. I'd say stick with the Echo if you have Amazon Music or Spotify, or the Echo Dot if you only use the echo as part of your smart home.",23,1173
473,537,5,"Having LOTS of fun with Alexa! Tells us weather, stories, plays music trivia games with us, helps with shopping list, and can face to face talk with my sister in another state (bought one for her too) - great addition to our home!",23,1988
474,538,5,Talk to it and see responses on the touch screen. Love it!!,23,11
475,539,4,"This is a great addition to the Echo family, bringing new and cool features.",23,2665
476,540,5,Great device for music and face time calls. The sound is crisp and clear. Many options with the Echo Show,23,747
477,541,4,Easy to set up. But it does not work with all phones.. I have Samsung 4,23,2769
478,542,5,Easy to set up and use. Useful and fun. The videos make things easy to understand.,23,3056
479,543,5,We bought 2 of them and love them. The screen is really clear and the sound is amazing. Go get one,23,3170
480,545,5,if nothing else I have peace of mind that should she fall or need assistance then I can now better assist,23,3482
481,546,5,My mother has dementia and this keeps her busy for periods of time. She is fun to have around.,23,3422
482,547,4,Just got this in the mail last night. Setting it up today and I want to love it. The kicker for me buying it was being able to connect our Arlo cameras and view instantly. The display in the store had great sound.,23,1348
483,548,5,love it and it only keeps getting better over time.,23,3414
484,549,5,"Great product, i recommend is easy to use and fast.",23,15
485,550,5,Nice way to see the internet and also to view security cameras. Very handy device.,23,1952
486,551,5,"The Echo Show is a version of Alexa with ability to visualize things. When I was cooking dinner and wanted to finish a show, I was able to ask Alexa to play the show from my Amazon Prime account. The Show was in my kitchen, easy to view, and enabled my kids to watch cartoons in the living room. I love it!",23,678
487,552,5,"Everybody enjoys this product. We use it to show each other things from my home to my daughters in Melbourne, Florida, keep a running shopping list that can be seen just by asking, and for both verbal and visual reminders of events.",23,909
488,553,4,I was unsure if this was worth it before I did. After buying and bringing it home I’m glad I did. I enjoy being able to video chat threw it!,23,1228
489,554,5,Bought second one for my mom and she loves it so much,23,3604
490,555,5,"Bought for my 88 year old Mom, she loves it, help her with recipes and cooking.",23,811
491,556,5,Enjoy being able to view my Ring doorbell camera in live time upstairs,23,921
492,557,5,This echo is amazing and it doubles as a picture display.,23,524
493,559,4,"I saw there was a new Echo with a screen and had to have it. I use it for Amazon Prime videos, YouTube, music with lyrics, recipes, and viewing the nursery with Amazon Cloud cam. The speaker is louder than I thought. Good purchase but I’d like to see more features for the screen.",23,465
494,560,4,This is the main reason why I went with Amazon's Echo ecosystem vs Google Home. I bought one as a gift to my sister so I can easily videochat with my family. My niece and nephew tend to fight over the Echo Show when they want to sing along to their favorite songs with the lyrics on the screen. My only wish was that there was an HDMI out to connect it to a larger monitor. Huge missed opportunity in my opinion.,23,2727
495,561,3,I'm disappointed. Sometimes gives doesn't understand,23,1993
496,562,5,Echo show not only plays your music it puts up the lyrics to read from,23,1340
497,563,5,"I didn’t think I would like the Echo Show —especially at the $200+ price point, but I tried it and love it! If I could afford it, and if they would add an audio port, I would replace my current Alexas with Echo Shows.",23,1932
498,564,5,"The Echo Show is a great improvement from the original Echo device. It's great being able to ""see"" what is going on!!",23,386
499,567,4,"This thing is cool, you can do a lot of neat things with the show, hope they add more functionality to Alexa though.",23,656
500,568,5,"We have echos throughout the whole house and have this in the kitchen. Controls lights , you can FaceTime , my wife uses it for recipes and it shows the videos of directions",23,3759
501,569,4,"This item is a great addition to your smart home, but just as the first gen Siri it is not all there yet. The kinks still needs to be worked out. Alexa does not have answers to a lot of things or commands. There's a long learning curve. Setting up with apps is a lot work. It's fun if your large circle is willing to spend the money to get one each. Great landline replacement.",23,1301
502,570,5,We are enjoying our amazon echo show. Alexa is so amazing answering questions and a variety of music!!!!,23,2594
503,571,5,Great device to stay in touch with your family if you leave in another city or state!,23,1197
504,572,5,I love all my Alexa's I have the Echo and now for Christmas I got the Echo show. Not I can see my recipes and also connect with my family.,23,2946
505,573,5,"I have a couple of these echos, they are wonderful they do everything like turn my lights on or the TV, my granddaughter love asking it question",23,2164
506,576,5,I really enjoy having another way to communicate with family and friends,23,2240
507,577,5,Awesome all around product - great picture and like the voice control.,23,3369
508,578,5,"I knew this item would be great, but the Echo Show has exceeded my expectations.",23,221
509,579,5,Alexa has changed my life. I now own 3 Alexas. O,23,1349
510,580,4,Great product with cool features! Easy to install! I love the way it looks and feels.,23,2624
511,581,5,"I don't know why I waited so long to bring Alexa into my home. It's how I listen to my music now, dictate my shopping and to-do lists and get my morning weather report just to name a few. I highly recommend this item.",23,958
512,584,2,Not sure will be keeping this. Worried about hacks that allow active mic.,23,2396
513,585,5,Loving it the ability to call up and watch sesame street with my daughter its awesome,23,1153
514,586,4,Love our Echo show. A few enhancements we’d like to see in future such as ability to load multiple pictures instead of single photo. Can use Amazon photo but we do not prescribe.,23,2547
515,587,4,My whole family loves Alexa. We have the dots in all the bedrooms. I love the smart home features you can add. I love the music offered as a prime member. And when you’re bored at home she will play games with you or even read you a book,23,1396
516,588,5,Love the echo show. Nice to have a visual. Love the drop in feature!,23,1227
517,589,5,Can use many differents apps from the Echo Show. Awesome product!,23,1433
518,590,5,I got this for a really good price. I already had the Echo Dot that I was kind of unimpressed with. I love the echo show. There are so many more things to do and the sound quality is great.,23,147
519,591,5,I’ve been enjoying this item and getting information so fast. Best purchase I ever made.,23,1068
520,592,5,"Easy to set up. Plus, the screen is very clear and easy to view.",23,3147
521,593,5,"Not sure I would like this, however, words to songs..Great and ability to view my outdoor and Indoor cameras is a plus. Still learning to use.",23,3566
522,594,4,"Family is having fun with Alexa. I do like the way it integrates with other devices around the home: Arlo, Nest...",23,2607
523,595,5,Life amped! The features of this device have added a new dimension to our everyday routines. Pertinent and usable information by just simply asking. Superb product.,23,739
524,596,5,Alexa show is easy to navigate. It’s wonderful having so much information at your finger tips.,23,1511
525,597,5,"I already the Echo Dot and saw Amazon advertising for the new show over the summer. Got it as a gift and personally I love it. The speakers and sound from it are great. Plays the lyrics for any songs you have going, so you can karaoke without sucking now. Also displays the time, since I got rid of cable and no longer have that it is nice to have a clock in the living room. Very easy to interact with!",23,550
526,598,4,I really enjoy using Alexa even watch videos utube many things it's worth buying,23,902
527,599,4,My daughter can’t wait to get this set up in her room,23,1021
528,600,5,Great product that a whole family would enjoy. It’s a perfect addition to the household.,23,3727
529,601,5,Great sounds! Works great with Ring doorbell and nest cameras as well! :),23,2546
530,602,5,"We have all three Echo products in our house. Each with a different usage. Got the Show for my parents and sister as well to communicate as we all live in different places. More for my parents, its ease of use is ideal for them, no computer knowledge needed, speak and they can connect with us.",23,309
531,604,5,I am so happy with this product. It is so helpful to use st any time of the day. I.can do things while I am lying in bed definitely recommend this product,23,1689
532,605,5,You will be amazed how this works for many questions you ask and Alexa has the answer. However do not expect her to know everything. You will be happy with this purchase.,23,2690
533,606,5,Amazing. Voice recognition great at long distances. Amazon music great! Cant say enough good!,23,2144
534,608,5,"Between this product and Siri, AlexaIs much more useful and reliable. It controls many things in my home and is very dependable. Only one problem... commercials activate Alexa when it hears them.",23,2817
535,610,4,"Wish the angle was adjustable. When this is sitting on a table or counter it is angled up and the further away from it you sit, the less likely it will see you in its view when trying to call someone. Love the Sirus XM update to play through this though. The speaker seems louder and better than the regular Echo, but that is just my thought. If you were able to get two for price of one, this is a deal worth taking.",23,2166
536,611,5,"We use it to talk to our granddaughter, play games, listen to music and check on the dog while we are at work! Awesome device! We already bought one for our kids also!",23,518
537,613,5,I got it for me and my brother for Christmas. Great gift. Great price. Very functional.,23,3743
538,614,5,Love device wrong color. Overall great device for Family.,23,591
539,615,5,"The echo show is great, works awesome together with my wink hub I can controle my whole house, another cool feature is I can sync my google calender to it and it shows my. upcoming events on the screen. Highly recommend the echo.",23,2539
540,616,5,"I was against getting something in my house like this being skeptical about hackers watching thru the device. However, this is the greatest thing since sliced bread! It can do just about everything! And the sound is fantastic when steaming music! Being able to change the dish network channel by saying it is so convenient while hands are in the flour (for ex.)! Access to information is endless and immediate with her replies! We love it!",23,1163
541,617,5,"The show is our new best friend. We watch shows on it everyday at lunch time. And we end every night saying “Alexa, turn off screen”",23,2386
542,618,5,"this is pretty cool, we love ours, we listen to music and the sound is great, my kids are always asking her questions, we can call on it, set reminers, timers and alarms for us it was worth the price but one thing I dont like is that it nickles and dimes you, like even though I have a prime membership, all music is not available , I had to pay to upgrade to be able to listen to everything and it doesnt stop there, even though I upgraded it ,if you purchased the dots not everyone can play music at the same time, to do that youll have to pay to upgrade again. but even so I dont regret this purchase and the whole family enjoys it.",23,2102
543,619,5,Love it . Easy to use. No problems setting it up!!!!,23,3561
544,620,4,"Very impressed; set up a little confusing, but overall a good experience. Still learning. However, Best Buy emails give away any gift secrets !! Had to reset my account to a work email address.",23,1260
545,621,4,"Already an amazon consumer and user of Alexa to control home automation products. The Show is a great addition for us in the kitchen, displaying receipts and visualizing things that before could only be heard.",23,3801
546,622,5,So easy to set up. Still learning what she can do. Happy so far.,23,180
547,623,5,I love my echo show. Screen is so clear and sound is so high quality.,23,1160
548,625,5,easy setup and we can now talk to each other and see each other very easy. great way to keep in touch without a computer.,23,2135
549,627,5,I love the fact that I can just use my voice to use my electronic devices.,23,1284
550,628,5,Bought for sons & family they have small children and I never miss out on seeing them live .. love it,23,1620
551,629,5,It is very enjoyable to be able to listen to the music at any time and great for parties and poolside.,23,1785
552,630,4,"This is a very nice concept, and I think it will take on more usefulness as Alexa gains more skills. The design is a little clunky.... Google's version looks nicer, but I already has Alexa devices to tie in to.",23,2520
553,631,3,"The sound quality is good,Alexa responds to commands but their is room for improvement",23,2600
554,632,5,"Very similar to FaceTime on an Apple product.You can watch someone show you how to do something, like a project you are working on. Instead of listening, you can see it!",23,574
555,633,5,Alexa is now a family member. How have I lived my life without her I have no idea...........,23,1847
556,634,4,Nice except unlike a Google Home you can’t just ask it to play music. You eventually have to purchase their music after s free trial,23,3785
557,635,5,Alexa is there to answer those questions you do not have an answer for along with news and weather,23,837
558,636,5,This is a fantastic item & the person I bought it for loves it.,23,935
559,638,5,"It syncs with my Echo, displays slideshows, recipes, and lists, controls my Fire Stick, and sounds pretty good. It doesn't play You Tube videos but it does do a good job playing videos.",23,39
560,639,5,"The Echo Show is hands down the best device of the Echo lineup. I’ve bought at least one of everyone except the Tap. I use this to call and check on my grandparents, who I got one for Christmas. It’s amazing watching my arlo and ring cameras on the screen. Also watching news segments and looking at cooking recipes/videos is great. It’s also the easiest to set up of the Echo Devices, you don’t even need to use the app,",23,2584
561,641,5,I bought this for my business to monitor the arlo security cameras and it is amazing!,23,157
562,642,5,"This is a perfect upgrade to my kitchen Amazon Echo. The speaker itself is a substantial upgrade over the Echo and Dot. I have it connected to my Nest security cams and it's great to check on my dogs when they are having play time in my fenced backyard. It can be a bit distracting with it's random invitations to ""try"" certain skills, but the distraction is worth it! This product absolutely represents the future that I imagined when I first watched Back to the Future 2 decades ago! The only con's that I can think of is sometimes Alexa doesn't hear me so well (same for the Echo and Dot) and it currently can't differentiate between users like Google Home can. I have had the Google Home too, and would highly recommend any of the Amazon devices over the Google Home.",23,1553
563,643,5,"This is my 5th Amazon Alexa product. I used to have the Alexa Echo, but moved that up to my bedroom. Now I use the Echo Show downstairs and has good sound quality. I also like that I can add my Home Security system to operate through it and can see all my cameras. Great product.",23,280
564,644,5,Works well. Haven't been able to work out the local traffic yet.,23,396
565,645,5,Love my amazon echo show however I wish Alexa knew a little bit more.,23,1527
566,646,5,I bought this as a gift for my daughter's 22nd birthday and she totally loved it. Now she's wanting me to buy a second one so that I can keep it on the first floor. She says we can communicate through them instead of yelling to each other. I think it was a great purchase so I think I'm going to have to buy another one.,23,1811
567,647,4,Works good. Have to be very careful with kids. Overall good product,23,220
568,649,5,"Got this so Grandma could stay in touch with Grandchildren, Works great and easy to use",23,1495
569,651,3,"It's neat. It does what all other amazon alexis' do, but a little more. I feel as if should still do more.",23,1225
570,652,5,This is a great device when used with Ring camera and Hue lighting.,23,897
571,653,5,Thoroughly enjoy my new show. Love the scrolling pictures.,23,1339
572,654,5,I brought my tube amplifier to Best Buy and my Magnolia rep hooked it up to a pair of B&W 700 Series 2 speakers. WOW...It sounded like Etta James was right in the room! Fantastic!,23,3317
573,655,4,Works great. Very responsive and quick. I love tying the whole house together with this and the echoes.,23,2468
574,656,4,Love the look- love the size- love that it is VISUAL!!,23,1174
575,657,4,I like it. Currently it is the only smart system with display. It makes it easier to talk to the device. My only issue with it that it has a slow processor.,23,1665
576,658,4,"Yes, it’s a little glitchy sometimes. But so useful and fun! I’m hoping that over time Amazon will continue to improve on the errors in Alexa. When contacting customer service, it doesn’t seem like Amazon is very interested in learning the problems that need fixing though.",23,1797
577,659,5,Great item to upgrade your house. Works very well.,23,3425
578,660,5,Very cool - It fully incorporates all of my Smart Home products,23,3176
579,661,5,"Very happy with adding Alexa to the kitchen! The Echo Show is great for looking up recipes, getting a weather and traffic up as I’m getting my morning coffee or just listening to music!",23,3572
580,665,4,"Makes things easy to do like listen to music, check the weather, hear the news,etc. just make sure you say “Alexa” loans and clear. Sometimes it doesn’t hear you.",23,1234
581,666,5,"Great to have for time, recipe, or entertainment I recommend everyone get it",23,198
582,667,5,This amazon product is amazing easy to set up and to use. I do recommend getting prime music with it for only 4.99 a month that’s a deal.,23,1182
583,668,5,The family and I love Alexa view and once we got it we were hooked now everything in the house and outside is run by voice commands. The opportunities with this are endless.,23,581
584,669,4,"I recently had purchased enough smart home devices to make this a good addition for the home. It works well with smart outlets, our Ring doorbell and fairly well with our Nest Thermostat.My only complaint is that sometimes for no reason it will start plying a movie trailer and it's hard to get it to stop. Still all in all we're happy with the purchase.",23,1214
585,670,4,"It can stream music really well and not just from Amazon.I was expecting it to be smart like Watson, but it is more like an Blank Stare. Amazon should look into predicting questions like during 2017 Superbowl Play Offs. Alexa was unable to display or update the Play Off Brackets. It understands my voice really well, were most telephone automated assistants rarely get what I am saying. It want pair to my Portable Bluetooth Speaker. It will pair to my cell phone, but only to receive Music from it.The Audio quality is varies with amplitude. With low amplitudes Alexa has booming sound making it hard to understand from across the room, but an amplitude setting of about 50% the audio becomes clear and understandable. I really like playing games like Jeopardy with Alexa. No climbing through the closet to find a box anymore, and when you do find it box half the pieces are missing.",23,1377
586,671,5,"Amazon hit it out of the park with this one. I am able to connect this to NEST cams and Ring cams as well. Songs come with lyrics, sound and looks great.",23,2900
587,672,5,Echo Show does everything from weather to turning on/ off my lights,23,2200
588,674,4,loved the echo show. my only complaint is that youtube will no longer be available on it. That is one of the main reasons I purchased this as a gift. Other than that the product is great. Easy to use.,23,828
589,676,5,I have multiple Echo devices so purchasing another was a no brainer. I enjoy this one as it is video capable. The only thing I wish they would add was a way to pivot the camera and or improve its low light capabilities for poorly lite rooms.,23,1455
590,677,4,"I have had the Echo Show for about a month now. So this review is from a new user whom has never had smart devices aside from cell phones. Alexa is great for listening to music, most of it free if you're an Amazon Prime member, pair your Echo device with a bluetooth speaker for awesome sound. Alexa works well with smart home devices such as light bulbs, outlets and thermostat. (Most of these are really easy to set up, so you don't have to be a very technical person.) All of which can be voice controlled or remotely via the Alexa app from your smart phone. If you have a friend with an Echo Show, you can make video calls via the devices or directly to a smart phone which is pretty awesome for family and friends whom live far away. As far as answering questions, do not expect the best answers. The Bing search engine needs some work. If you want to ask the questions she prompts you with on an Echo show, she's your girl, but if you want to know something, you might have to look it up yourself. IE; weather forecast, you get whatever Bing uses and the short version. If Bing would expand their horizons in searches, I would definitely 5 star this item. She does fairly well with recipes and shopping lists. I am going to be trying out the calendar sync portion of this with my wife after the holidays. All in all, very fun, helpful, item. It can order you pizza too.",23,1765
591,678,5,"Is better than face time when calling my kid, since they have one, I️ could call them from my and see them at the same time, perfect for cooking timer n best for music",23,657
592,681,5,As advertised......................................,23,1888
593,682,5,I love my echo show it does so many interesting things I’m on it all the time I recommend it to anyone who enjoys getting up to date information,23,492
594,683,5,I am enjoying the Echo Show a lot.Very entertaining,23,1193
